Nils Gustaf Dalén_award_Nobel Prize in Physics	[https://en.wikipedia.org/wiki/1912_in_science]
Electronic Arts_subsidiary_Westwood Studios	[https://en.wikipedia.org/wiki/Virgin_Interactive, https://en.wikipedia.org/wiki/DreamWorks, https://en.wikipedia.org/wiki/1998_in_video_gaming]
John F. Kennedy_deathPlace_Dallas	[]
Shmuel Yosef Agnon_award_Nobel Prize in Literature	[https://en.wikipedia.org/wiki/Nelly_Sachs, https://en.wikipedia.org/wiki/List_of_Israelis, https://en.wikipedia.org/wiki/Israel, https://en.wikipedia.org/wiki/1966_in_poetry]
The Right Stuff (film)_starring_Harry Shearer	[]
Avril Lavigne_birthPlace_Belleville, Ontario	[]
Poppy Montgomery_spouse_Adam Kaufman	[]
Yasunari Kawabata_award_Nobel Prize in Literature	[https://en.wikipedia.org/wiki/New_Directions_Publishing, https://en.wikipedia.org/wiki/Western_canon, https://en.wikipedia.org/wiki/Farrar,_Straus_and_Giroux, https://en.wikipedia.org/wiki/Yukio_Mishima, https://en.wikipedia.org/wiki/1968_in_literature, https://en.wikipedia.org/wiki/Snow_Country, https://en.wikipedia.org/wiki/Thousand_Cranes, https://en.wikipedia.org/wiki/Post-occupation_Japan, https://en.wikipedia.org/wiki/Asia, https://en.wikipedia.org/wiki/October_16, https://en.wikipedia.org/wiki/University_of_Tokyo]
A Hard Day's Night (film)_starring_Wilfrid Brambell	[https://en.wikipedia.org/wiki/Nineteen_Eighty-Four_(UK_TV_programme), https://en.wikipedia.org/wiki/Quatermass_II, https://en.wikipedia.org/wiki/A_Hard_Day's_Night_(film)]
Martin Scorsese_birthPlace_Queens	[]
Angela Carter_author_The Passion of New Eve	[https://en.wikipedia.org/wiki/Beulah, https://en.wikipedia.org/wiki/Morgan_Bell]
Herbert A. Hauptman_award_Nobel Prize in Chemistry	[https://en.wikipedia.org/wiki/Hauptman-Woodward_Medical_Research_Institute, https://en.wikipedia.org/wiki/1985_in_science, https://en.wikipedia.org/wiki/List_of_Jewish_Nobel_laureates, https://en.wikipedia.org/wiki/Townsend_Harris_High_School, https://en.wikipedia.org/wiki/1917_in_science, https://en.wikipedia.org/wiki/List_of_Nobel_laureates_affiliated_with_the_City_University_of_New_York, https://en.wikipedia.org/wiki/List_of_chemists, https://en.wikipedia.org/wiki/Erdős_number, https://en.wikipedia.org/wiki/List_of_Jewish_atheists_and_agnostics, https://en.wikipedia.org/wiki/Jerome_Karle, https://en.wikipedia.org/wiki/List_of_atheists_in_science_and_technology, https://en.wikipedia.org/wiki/University_of_Maryland,_College_Park, https://en.wikipedia.org/wiki/List_of_agnostics]
Oracle Corporation_subsidiary_Sunopsis	[]
Love Actually_starring_Martine McCutcheon	[]
Stevie Wonder_birthPlace_Saginaw, Michigan	[]
Antoine Henri Becquerel_award_Nobel Prize in Physics	[https://en.wikipedia.org/wiki/List_of_Lay_Catholic_scientists, https://en.wikipedia.org/wiki/List_of_women's_firsts]
Edward Scissorhands_starring_Dianne Wiest	[https://en.wikipedia.org/wiki/Johnny_Depp, https://en.wikipedia.org/wiki/Edward_Scissorhands, https://en.wikipedia.org/wiki/1990_in_film]
Ali Landry_spouse_Mario López	[]
Verner von Heidenstam_award_Nobel Prize in Literature	[https://en.wikipedia.org/wiki/Carl_David_af_Wirsén, https://en.wikipedia.org/wiki/December_1916, https://en.wikipedia.org/wiki/Scandinavian_literature]
Amy Spanger_spouse_Michael C. Hall	[]
Halldór Laxness_award_Nobel Prize in Literature	[https://en.wikipedia.org/wiki/Archipelago_Books, https://en.wikipedia.org/wiki/Gljúfrasteinn, https://en.wikipedia.org/wiki/Scandinavian_literature, https://en.wikipedia.org/wiki/1955_in_literature, https://en.wikipedia.org/wiki/Mosfellsbær, https://en.wikipedia.org/wiki/Halldór_Laxness, https://en.wikipedia.org/wiki/List_of_converts_to_the_Catholic_Church, https://en.wikipedia.org/wiki/Iceland]
William Gibson_author_Neuromancer	[https://en.wikipedia.org/wiki/List_of_people_from_British_Columbia, https://en.wikipedia.org/wiki/Twilight_Circus_Dub_Sound_System, https://en.wikipedia.org/wiki/John_Shirley, https://en.wikipedia.org/wiki/The_Long_Tomorrow_(comics), https://en.wikipedia.org/wiki/Chris_Cunningham, https://en.wikipedia.org/wiki/Black_ice_(disambiguation), https://en.wikipedia.org/wiki/Cyberspace, https://en.wikipedia.org/wiki/Pharmacocybernetics, https://en.wikipedia.org/wiki/University_of_British_Columbia, https://en.wikipedia.org/wiki/Novel, https://en.wikipedia.org/wiki/Anton_Corbijn, https://en.wikipedia.org/wiki/Hackers_(film), https://en.wikipedia.org/wiki/Neologism, https://en.wikipedia.org/wiki/William_Gibson, https://en.wikipedia.org/wiki/Typewriter, https://en.wikipedia.org/wiki/Emperor_Norton_in_popular_culture, https://en.wikipedia.org/wiki/The_Matrix, https://en.wikipedia.org/wiki/Jean_Giraud, https://en.wikipedia.org/wiki/Cenobita, https://en.wikipedia.org/wiki/Kellow_Chesney, https://en.wikipedia.org/wiki/43rd_World_Science_Fiction_Convention, https://en.wikipedia.org/wiki/Mona_Lisa_Overdrive, https://en.wikipedia.org/wiki/Nicola_Walker, https://en.wikipedia.org/wiki/Count_Zero, https://en.wikipedia.org/wiki/Cyberpunk, https://en.wikipedia.org/wiki/Neuromancer, https://en.wikipedia.org/wiki/List_of_works_by_William_Gibson, https://en.wikipedia.org/wiki/Exocortex, https://en.wikipedia.org/wiki/Nova_(novel), https://en.wikipedia.org/wiki/Freeside, https://en.wikipedia.org/wiki/Virus_Creation_Laboratory, https://en.wikipedia.org/wiki/The_Matrix_(franchise)]
Mad Max_starring_Tim Burns	[https://en.wikipedia.org/wiki/Mad_Max]
Stephen King_author_Carrie	[https://en.wikipedia.org/wiki/Carrie, https://en.wikipedia.org/wiki/Carrie_(novel), https://en.wikipedia.org/wiki/Shirley_Jackson_Award, https://en.wikipedia.org/wiki/Danny_Torrance, https://en.wikipedia.org/wiki/List_of_young_adult_writers, https://en.wikipedia.org/wiki/Horror_film, https://en.wikipedia.org/wiki/Maine_in_popular_culture, https://en.wikipedia.org/wiki/White_(surname), https://en.wikipedia.org/wiki/Sissy_Spacek, https://en.wikipedia.org/wiki/August_21, https://en.wikipedia.org/wiki/Norma_(given_name), https://en.wikipedia.org/wiki/Clayton_Watson, https://en.wikipedia.org/wiki/Salem's_Lot_(1979_miniseries), https://en.wikipedia.org/wiki/Carrie_(1976_film), https://en.wikipedia.org/wiki/Carrie_Underwood, https://en.wikipedia.org/wiki/Psychological_horror, https://en.wikipedia.org/wiki/Simon_&_Schuster]
Rodman Philbrick_author_The Last Book in the Universe	[https://en.wikipedia.org/wiki/Rodman_Philbrick]
Arno Allan Penzias_award_Nobel Prize in Physics	[https://en.wikipedia.org/wiki/1978_in_science, https://en.wikipedia.org/wiki/Highland_Park,_New_Jersey, https://en.wikipedia.org/wiki/Shaastra, https://en.wikipedia.org/wiki/Pyotr_Kapitsa, https://en.wikipedia.org/wiki/Alcatel-Lucent]
Chris Kaman_team_Dallas Mavericks	[https://en.wikipedia.org/wiki/Sam_Cassell]
Seven (film)_starring_Brad Pitt	[https://en.wikipedia.org/wiki/The_Game_(1997_film), https://en.wikipedia.org/wiki/Michael_Massee, https://en.wikipedia.org/wiki/David_Fincher, https://en.wikipedia.org/wiki/Robert_Redford, https://en.wikipedia.org/wiki/The_Dark_Side_of_the_Sun_(film), https://en.wikipedia.org/wiki/Lhakpa_Tsamchoe, https://en.wikipedia.org/wiki/Joseph_Fiennes, https://en.wikipedia.org/wiki/Seven_Years_in_Tibet_(disambiguation), https://en.wikipedia.org/wiki/Jetsun_Pema_(activist), https://en.wikipedia.org/wiki/Richard_B_Goodwin, https://en.wikipedia.org/wiki/Jean-Jacques_Annaud, https://en.wikipedia.org/wiki/John_Cassini, https://en.wikipedia.org/wiki/Seven_(1995_film), https://en.wikipedia.org/wiki/14th_Dalai_Lama, https://en.wikipedia.org/wiki/Andrew_Kevin_Walker, https://en.wikipedia.org/wiki/Emilia_McCarthy, https://en.wikipedia.org/wiki/Seven_Years_in_Tibet_(1997_film), https://en.wikipedia.org/wiki/7, https://en.wikipedia.org/wiki/List_of_works_influenced_by_One_Thousand_and_One_Nights]
Walter M. Miller, Jr._author_A Canticle for Leibowitz	[https://en.wikipedia.org/wiki/Christian_science_fiction, https://en.wikipedia.org/wiki/The_Science_Fiction_Hall_of_Fame,_Volume_Two, https://en.wikipedia.org/wiki/Daytona_Beach,_Florida, https://en.wikipedia.org/wiki/List_of_converts_to_the_Catholic_Church, https://en.wikipedia.org/wiki/Pat_LoBrutto, https://en.wikipedia.org/wiki/Future_history, https://en.wikipedia.org/wiki/List_of_science_fiction_authors, https://en.wikipedia.org/wiki/A_Canticle_for_Leibowitz, https://en.wikipedia.org/wiki/Saint_Leibowitz_and_the_Wild_Horse_Woman, https://en.wikipedia.org/wiki/Battle_of_Monte_Cassino, https://en.wikipedia.org/wiki/List_of_Catholic_authors]
Patricio Borghetti_spouse_Grettell Valdéz	[]
David Brin_author_The Postman	[https://en.wikipedia.org/wiki/The_Postman_(film), https://en.wikipedia.org/wiki/Development_hell, https://en.wikipedia.org/wiki/David_Brin, https://en.wikipedia.org/wiki/Postman_(disambiguation)]
Monta Ellis_team_Golden State Warriors	[https://en.wikipedia.org/wiki/2006–07_NBA_season, https://en.wikipedia.org/wiki/History_of_the_Golden_State_Warriors, https://en.wikipedia.org/wiki/Splash_Brothers]
Tunku Abdul Rahman_office_Malaysia	[https://en.wikipedia.org/wiki/Sharifah_Rodziah, https://en.wikipedia.org/wiki/Football_Association_of_Malaysia, https://en.wikipedia.org/wiki/Fuad_Stephens, https://en.wikipedia.org/wiki/Augustine_Ong, https://en.wikipedia.org/wiki/Kor_Polis_Tentera_DiRaja_(Malaysia), https://en.wikipedia.org/wiki/Jugah_Barieng, https://en.wikipedia.org/wiki/Singapore_in_Malaysia, https://en.wikipedia.org/wiki/V._T._Sambanthan, https://en.wikipedia.org/wiki/Karpal_Singh, https://en.wikipedia.org/wiki/Islam_in_Malaysia, https://en.wikipedia.org/wiki/Royal_Malaysian_Air_Force, https://en.wikipedia.org/wiki/Maria_Hertogh_riots, https://en.wikipedia.org/wiki/Chancellor_(education), https://en.wikipedia.org/wiki/United_Malays_National_Organisation, https://en.wikipedia.org/wiki/National_Visual_Arts_Gallery_(Malaysia), https://en.wikipedia.org/wiki/1968_in_Malaysia, https://en.wikipedia.org/wiki/Ministry_of_Higher_Education_(Malaysia), https://en.wikipedia.org/wiki/VTAR_Institute, https://en.wikipedia.org/wiki/List_of_Malaysia-related_topics, https://en.wikipedia.org/wiki/Sulug_Island, https://en.wikipedia.org/wiki/International_Quran_Recital_Competition, https://en.wikipedia.org/wiki/ASEAN_Declaration, https://en.wikipedia.org/wiki/Crown_Colony_of_Malacca, https://en.wikipedia.org/wiki/Crown_Colony_of_Penang, https://en.wikipedia.org/wiki/Lien_Ying_Chow, https://en.wikipedia.org/wiki/1967_Penang_Hartal_riot, https://en.wikipedia.org/wiki/Minnal_FM, https://en.wikipedia.org/wiki/Brunei_and_Malaysia, https://en.wikipedia.org/wiki/Taganak_Island, https://en.wikipedia.org/wiki/Prime_Minister_of_Malaysia, https://en.wikipedia.org/wiki/Putrajaya, https://en.wikipedia.org/wiki/Tiga_Island,_Malaysia, https://en.wikipedia.org/wiki/Han_Chiang_School, https://en.wikipedia.org/wiki/Kajang, https://en.wikipedia.org/wiki/Social_contract_(Malaysia), https://en.wikipedia.org/wiki/Tunku_Abdul_Rahman_National_Park, https://en.wikipedia.org/wiki/North_Borneo_dispute, https://en.wikipedia.org/wiki/Kuah, https://en.wikipedia.org/wiki/Shad_Saleem_Faruqi, https://en.wikipedia.org/wiki/Stadium_Merdeka, https://en.wikipedia.org/wiki/Proclamation_of_Singapore, https://en.wikipedia.org/wiki/Water_supply_and_sanitation_in_Singapore, https://en.wikipedia.org/wiki/Malacca, https://en.wikipedia.org/wiki/PAP–UMNO_relations, https://en.wikipedia.org/wiki/Aziz_Ishak, https://en.wikipedia.org/wiki/Installation_of_the_Yang_di-Pertuan_Agong, https://en.wikipedia.org/wiki/Indonesia–Malaysia_confrontation, https://en.wikipedia.org/wiki/History_of_Sarawak, https://en.wikipedia.org/wiki/Communist_insurgency_in_Sarawak, https://en.wikipedia.org/wiki/Petaling_Jaya, https://en.wikipedia.org/wiki/History_of_Malaysia, https://en.wikipedia.org/wiki/Sarawak, https://en.wikipedia.org/wiki/List_of_national_founders, https://en.wikipedia.org/wiki/Borneo, https://en.wikipedia.org/wiki/History_of_Singapore, https://en.wikipedia.org/wiki/Lee_Kuan_Yew, https://en.wikipedia.org/wiki/Singapore, https://en.wikipedia.org/wiki/Tunku_Abdul_Rahman, https://en.wikipedia.org/wiki/Deputy_Prime_Minister_of_Malaysia, https://en.wikipedia.org/wiki/Wisma_Bapa_Malaysia, https://en.wikipedia.org/wiki/Second_Rahman_cabinet, https://en.wikipedia.org/wiki/Malaysian_Siamese, https://en.wikipedia.org/wiki/Yamtuan_Besar, https://en.wikipedia.org/wiki/National_Operations_Council, https://en.wikipedia.org/wiki/Chang_Min_Tat, https://en.wikipedia.org/wiki/Syed_Sheh_Hassan_Barakbah, https://en.wikipedia.org/wiki/Yes_4G, https://en.wikipedia.org/wiki/Putra_of_Perlis, https://en.wikipedia.org/wiki/Ismail_Nasiruddin_of_Terengganu, https://en.wikipedia.org/wiki/Tunku_Abdul_Rahman_Foundation, https://en.wikipedia.org/wiki/Abdul_Halim_of_Kedah, https://en.wikipedia.org/wiki/List_of_resignations_from_government, https://en.wikipedia.org/wiki/Lim_Yew_Hock, https://en.wikipedia.org/wiki/Tan_Chee_Khoon, https://en.wikipedia.org/wiki/Kington_Loo, https://en.wikipedia.org/wiki/1988_Malaysian_constitutional_crisis, https://en.wikipedia.org/wiki/Ja'afar_of_Negeri_Sembilan, https://en.wikipedia.org/wiki/Mahathir_Mohamad, https://en.wikipedia.org/wiki/Malaysia–Nigeria_relations, https://en.wikipedia.org/wiki/Stanley_Edward_Jewkes, https://en.wikipedia.org/wiki/1966_Sarawak_constitutional_crisis, https://en.wikipedia.org/wiki/Chan_Kong_Choy, https://en.wikipedia.org/wiki/Jalan_Ampas, https://en.wikipedia.org/wiki/Omar_Yoke_Lin_Ong, https://en.wikipedia.org/wiki/Ahmad_Zaidi_Adruce, https://en.wikipedia.org/wiki/Booty_Edwards_&_Partners, https://en.wikipedia.org/wiki/Iskandar_of_Johor, https://en.wikipedia.org/wiki/History_of_Kuala_Lumpur, https://en.wikipedia.org/wiki/Bachelor_of_Medicine,_Bachelor_of_Surgery, https://en.wikipedia.org/wiki/TARC, https://en.wikipedia.org/wiki/1956_in_Malaya, https://en.wikipedia.org/wiki/Raja_Nong_Chik, https://en.wikipedia.org/wiki/Malaysian_Trades_Union_Congress, https://en.wikipedia.org/wiki/J.M._Gullick, https://en.wikipedia.org/wiki/Internal_Security_Act_1960, https://en.wikipedia.org/wiki/Omar_Ali_Saifuddien_III, https://en.wikipedia.org/wiki/Freedom_of_religion_in_Malaysia, https://en.wikipedia.org/wiki/Sutera_Harbour, https://en.wikipedia.org/wiki/Setapak_Central, https://en.wikipedia.org/wiki/Kota_Kinabalu, https://en.wikipedia.org/wiki/National_Zoo_of_Malaysia, https://en.wikipedia.org/wiki/1990_in_Malaysia, https://en.wikipedia.org/wiki/Idris_Jusoh, https://en.wikipedia.org/wiki/Kesatuan_Melayu_United_Kingdom, https://en.wikipedia.org/wiki/Soka_Gakkai_International, https://en.wikipedia.org/wiki/Foreign_relations_of_Malaysia, https://en.wikipedia.org/wiki/History_of_Sabah, https://en.wikipedia.org/wiki/Self-governance_of_Singapore, https://en.wikipedia.org/wiki/Soka_Gakkai, https://en.wikipedia.org/wiki/Operation_Coldstore, https://en.wikipedia.org/wiki/History_of_the_Republic_of_Singapore, https://en.wikipedia.org/wiki/Internal_Security_Act_(Singapore), https://en.wikipedia.org/wiki/Malaysian_Malaysia, https://en.wikipedia.org/wiki/Malaysia–Pakistan_relations, https://en.wikipedia.org/wiki/Malaysia–Vietnam_relations, https://en.wikipedia.org/wiki/Ramesh_Chander, https://en.wikipedia.org/wiki/Article_153_of_the_Constitution_of_Malaysia, https://en.wikipedia.org/wiki/1965, https://en.wikipedia.org/wiki/Bagan_Dalam, https://en.wikipedia.org/wiki/List_of_convention_centers_named_after_people, https://en.wikipedia.org/wiki/Jabidah_massacre, https://en.wikipedia.org/wiki/Tan_Cheng_Lock, https://en.wikipedia.org/wiki/Debsirin_School, https://en.wikipedia.org/wiki/Kolej_Tunku_Kurshiah, https://en.wikipedia.org/wiki/May_1961, https://en.wikipedia.org/wiki/Chin_Peng, https://en.wikipedia.org/wiki/September_1964, https://en.wikipedia.org/wiki/Greater_Philippines, https://en.wikipedia.org/wiki/Legislation_on_Chinese_Indonesians, https://en.wikipedia.org/wiki/Goh_Keng_Swee, https://en.wikipedia.org/wiki/Territories_claimed_by_the_Philippines]
Garth Nix_author_Castle	[]
Nazr Mohammed_team_Oklahoma City Thunder	[https://en.wikipedia.org/wiki/Morris_Peterson, https://en.wikipedia.org/wiki/2010–11_Oklahoma_City_Thunder_season]
Abdul-Wahab Mirjan_office_Iraq	[https://en.wikipedia.org/wiki/Abdul_Razzak_Mirjan]
Kurt Vonnegut_author_Slaughterhouse-Five	[https://en.wikipedia.org/wiki/Self-insertion, https://en.wikipedia.org/wiki/Fiction_writing, https://en.wikipedia.org/wiki/Closing_Time_(novel), https://en.wikipedia.org/wiki/List_of_Carnegie_Mellon_University_people, https://en.wikipedia.org/wiki/Erika_Ostrovsky, https://en.wikipedia.org/wiki/Hans-Jürgen_von_Bose, https://en.wikipedia.org/wiki/Anti-war_movement, https://en.wikipedia.org/wiki/Hors_de_combat, https://en.wikipedia.org/wiki/List_of_Cornell_University_alumni, https://en.wikipedia.org/wiki/List_of_University_of_Chicago_alumni, https://en.wikipedia.org/wiki/Fates_Worse_Than_Death, https://en.wikipedia.org/wiki/Children's_Crusade, https://en.wikipedia.org/wiki/List_of_satirists_and_satires, https://en.wikipedia.org/wiki/American_literature, https://en.wikipedia.org/wiki/Mother_Night, https://en.wikipedia.org/wiki/Postmodern_literature, https://en.wikipedia.org/wiki/Kurt_Vonnegut, https://en.wikipedia.org/wiki/5, https://en.wikipedia.org/wiki/Slaughterhouse-Five_(film), https://en.wikipedia.org/wiki/Indianapolis, https://en.wikipedia.org/wiki/If_This_Isn't_Nice,_What_Is?:_Advice_to_the_Young, https://en.wikipedia.org/wiki/The_Destruction_of_Dresden, https://en.wikipedia.org/wiki/Existentialism]
Shaun Livingston_team_Oklahoma City Thunder	[]
Jo Cals_office_Netherlands	[https://en.wikipedia.org/wiki/Radboud_University_Nijmegen, https://en.wikipedia.org/wiki/Cornelis_Bakker, https://en.wikipedia.org/wiki/Nieuwspoort]
Michael Shea_author_Polyphemus	[https://en.wikipedia.org/wiki/Polyphemus_(book), https://en.wikipedia.org/wiki/Deaths_in_February_2014]
