John Brunner_author_The Infinitive of Go	[https://en.wikipedia.org/wiki/The_Infinitive_of_Go]
Ringo Starr_birthPlace_Liverpool	[https://en.wikipedia.org/wiki/The_Peddlers, https://en.wikipedia.org/wiki/Ray_Ashcroft, https://en.wikipedia.org/wiki/July_1940, https://en.wikipedia.org/wiki/Keef_Hartley, https://en.wikipedia.org/wiki/Judd_Lander, https://en.wikipedia.org/wiki/Paul_Angelis, https://en.wikipedia.org/wiki/Astrid_Kirchherr, https://en.wikipedia.org/wiki/List_of_people_from_Merseyside, https://en.wikipedia.org/wiki/Maureen_Starkey_Tigrett, https://en.wikipedia.org/wiki/Toxteth, https://en.wikipedia.org/wiki/Ian_McNabb, https://en.wikipedia.org/wiki/Rory_Storm, https://en.wikipedia.org/wiki/March_1961, https://en.wikipedia.org/wiki/Pete_Best, https://en.wikipedia.org/wiki/Ringo_Starr, https://en.wikipedia.org/wiki/Meanings_of_minor_planet_names:_8001–9000, https://en.wikipedia.org/wiki/Live!_at_the_Star-Club_in_Hamburg,_Germany;_1962, https://en.wikipedia.org/wiki/Yoko_Ono, https://en.wikipedia.org/wiki/Glass_Onion, https://en.wikipedia.org/wiki/Good_Night_(Beatles_song), https://en.wikipedia.org/wiki/I_Wanna_Be_Your_Man, https://en.wikipedia.org/wiki/Mark_Hudson_(musician), https://en.wikipedia.org/wiki/Ringo_Starr_discography, https://en.wikipedia.org/wiki/Dingle,_Liverpool, https://en.wikipedia.org/wiki/Yankel_Feather, https://en.wikipedia.org/wiki/Aderra_Inc., https://en.wikipedia.org/wiki/Kristian_Ealey, https://en.wikipedia.org/wiki/Vic_Briggs, https://en.wikipedia.org/wiki/Wonderwall_Music, https://en.wikipedia.org/wiki/The_Fest_for_Beatles_Fans, https://en.wikipedia.org/wiki/David_A._Stewart, https://en.wikipedia.org/wiki/Antony_Sher]
Than Shwe_office_Belgium	[]
Godzilla (1998 film)_starring_Jean Reno	[https://en.wikipedia.org/wiki/Godzilla_(1998_film)]
Jim Henson_deathPlace_New York City	[https://en.wikipedia.org/wiki/Roboteer, https://en.wikipedia.org/wiki/Leslie_Gourse, https://en.wikipedia.org/wiki/Marianne_Appel, https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_II:_The_Secret_of_the_Ooze, https://en.wikipedia.org/wiki/Heather_Henson, https://en.wikipedia.org/wiki/Brian_Henson, https://en.wikipedia.org/wiki/Irwin_Russell, https://en.wikipedia.org/wiki/Michelan_Sisti, https://en.wikipedia.org/wiki/Anthony_Atamanuik, https://en.wikipedia.org/wiki/Barbara_McClintock_(illustrator), https://en.wikipedia.org/wiki/Melissa_Errico, https://en.wikipedia.org/wiki/Tate_Steinsiek, https://en.wikipedia.org/wiki/Michael_Earl_(puppeteer), https://en.wikipedia.org/wiki/Kermit_Scott, https://en.wikipedia.org/wiki/Emily_DeCola, https://en.wikipedia.org/wiki/Don_Sahlin, https://en.wikipedia.org/wiki/The_Great_Space_Coaster, https://en.wikipedia.org/wiki/Jim_Henson's_Creature_Shop, https://en.wikipedia.org/wiki/Statler_and_Waldorf, https://en.wikipedia.org/wiki/Adriana_Trigiani, https://en.wikipedia.org/wiki/Great_Small_Works, https://en.wikipedia.org/wiki/Pop_culture_influenced_by_Sesame_Street, https://en.wikipedia.org/wiki/Disney's_Hollywood_Studios, https://en.wikipedia.org/wiki/Labyrinth_(film), https://en.wikipedia.org/wiki/David_Barclay_(puppeteer), https://en.wikipedia.org/wiki/University_of_Maryland_Libraries, https://en.wikipedia.org/wiki/The_Muppets_Take_Manhattan, https://en.wikipedia.org/wiki/The_Bear_Went_Over_the_Mountain_(novel), https://en.wikipedia.org/wiki/List_of_Muppets, https://en.wikipedia.org/wiki/Oscar_the_Grouch, https://en.wikipedia.org/wiki/Children_and_Television:_Lessons_from_Sesame_Street]
Shirin Ebadi_award_Nobel Peace Prize	[https://en.wikipedia.org/wiki/Culture_of_Iran, https://en.wikipedia.org/wiki/University_of_Tehran, https://en.wikipedia.org/wiki/Partnership_Africa_Canada, https://en.wikipedia.org/wiki/Zahra_Kazemi, https://en.wikipedia.org/wiki/Women_in_Iran, https://en.wikipedia.org/wiki/Shirin_Ebadi, https://en.wikipedia.org/wiki/Frank_Mugisha, https://en.wikipedia.org/wiki/Thorolf_Rafto_Memorial_Prize, https://en.wikipedia.org/wiki/Dawn_Engle, https://en.wikipedia.org/wiki/Thorolf_Rafto, https://en.wikipedia.org/wiki/Abdolfattah_Soltani, https://en.wikipedia.org/wiki/International_Student_Festival_in_Trondheim, https://en.wikipedia.org/wiki/Amir_Farshad_Ebrahimi, https://en.wikipedia.org/wiki/Defenders_of_Human_Rights_Center, https://en.wikipedia.org/wiki/Emadeddin_Baghi, https://en.wikipedia.org/wiki/List_of_University_of_San_Francisco_people, https://en.wikipedia.org/wiki/Rudi_Bakhtiar, https://en.wikipedia.org/wiki/Charmian_Gooch, https://en.wikipedia.org/wiki/Reporters_Without_Borders, https://en.wikipedia.org/wiki/Aung_San_Suu_Kyi, https://en.wikipedia.org/wiki/Peace_movement, https://en.wikipedia.org/wiki/Mairead_Maguire, https://en.wikipedia.org/wiki/Tawakkol_Karman, https://en.wikipedia.org/wiki/2003_Nobel_Peace_Prize, https://en.wikipedia.org/wiki/Manhae_Prize, https://en.wikipedia.org/wiki/2010_Bergen_International_Film_Festival, https://en.wikipedia.org/wiki/Kaci_Kullmann_Five, https://en.wikipedia.org/wiki/Asia, https://en.wikipedia.org/wiki/Jody_Williams, https://en.wikipedia.org/wiki/Fronteiras_do_Pensamento, https://en.wikipedia.org/wiki/France–Iran_relations, https://en.wikipedia.org/wiki/Women's_Forum_for_the_Economy_and_Society, https://en.wikipedia.org/wiki/Ruben_Vardanyan_(businessman), https://en.wikipedia.org/wiki/Michael_Douglas, https://en.wikipedia.org/wiki/Simon_Fraser_University, https://en.wikipedia.org/wiki/List_of_University_of_British_Columbia_people, https://en.wikipedia.org/wiki/Pope_John_Paul_II, https://en.wikipedia.org/wiki/Mohammad-Javad_Larijani, https://en.wikipedia.org/wiki/List_of_Iranians, https://en.wikipedia.org/wiki/SOAS,_University_of_London, https://en.wikipedia.org/wiki/1947, https://en.wikipedia.org/wiki/Nobel_Women's_Initiative, https://en.wikipedia.org/wiki/United4Iran, https://en.wikipedia.org/wiki/David_Ebershoff, https://en.wikipedia.org/wiki/Business_for_Peace_Foundation, https://en.wikipedia.org/wiki/Edelstam_Prize, https://en.wikipedia.org/wiki/PeaceJam, https://en.wikipedia.org/wiki/Human_Rights_Logo, https://en.wikipedia.org/wiki/Hafizullah_Khaled, https://en.wikipedia.org/wiki/List_of_Iranian_women_writers, https://en.wikipedia.org/wiki/International_Association_of_Women's_Museums, https://en.wikipedia.org/wiki/Iranian_Students_News_Agency, https://en.wikipedia.org/wiki/Lauder_Institute, https://en.wikipedia.org/wiki/Iranian_presidential_election,_2005, https://en.wikipedia.org/wiki/Kasra_Nouri, https://en.wikipedia.org/wiki/James_E._Rogers_College_of_Law, https://en.wikipedia.org/wiki/CHNU-DT, https://en.wikipedia.org/wiki/List_of_women's_rights_activists, https://en.wikipedia.org/wiki/Mahmoud_Asgari_and_Ayaz_Marhoni, https://en.wikipedia.org/wiki/Luiz_Inácio_Lula_da_Silva, https://en.wikipedia.org/wiki/Women's_education_in_Iran, https://en.wikipedia.org/wiki/Hassan_Rouhani, https://en.wikipedia.org/wiki/Timeline_of_the_2009_Iranian_election_protests, https://en.wikipedia.org/wiki/Conscience, https://en.wikipedia.org/wiki/Siege_of_Kobanî, https://en.wikipedia.org/wiki/Cyrus_Cylinder, https://en.wikipedia.org/wiki/Narges_Mohammadi, https://en.wikipedia.org/wiki/Nasrin_Sotoudeh, https://en.wikipedia.org/wiki/Commission_on_Legal_Empowerment_of_the_Poor, https://en.wikipedia.org/wiki/List_of_visitors_to_Tsitsernakaberd, https://en.wikipedia.org/wiki/Asadollah_Lajevardi, https://en.wikipedia.org/wiki/2005_Ahvaz_unrest, https://en.wikipedia.org/wiki/Ramin_Jahanbegloo, https://en.wikipedia.org/wiki/Akbar_Ganji, https://en.wikipedia.org/wiki/Michael_Shelden, https://en.wikipedia.org/wiki/List_of_peace_activists, https://en.wikipedia.org/wiki/List_of_Iranian_women, https://en.wikipedia.org/wiki/Statelessness, https://en.wikipedia.org/wiki/Oslo_Freedom_Forum, https://en.wikipedia.org/wiki/2011–12_Iranian_protests, https://en.wikipedia.org/wiki/Human_rights_in_the_Islamic_Republic_of_Iran, https://en.wikipedia.org/wiki/Human_rights_in_Iran, https://en.wikipedia.org/wiki/Joint_Comprehensive_Plan_of_Action]
Heike Kamerlingh Onnes_award_Nobel Prize in Literature	[]
Carlos Boozer_team_New Orleans Hornets	[https://en.wikipedia.org/wiki/2002_ACC_Men's_Basketball_Tournament, https://en.wikipedia.org/wiki/2009–10_Utah_Jazz_season]
Philip K. Dick_author_Sirius	[https://en.wikipedia.org/wiki/Screamers_(1995_film), https://en.wikipedia.org/wiki/Galactic_Pot-Healer, https://en.wikipedia.org/wiki/Nick_and_the_Glimmung]
Camp Rock_starring_Meaghan Jette Martin	[https://en.wikipedia.org/wiki/List_of_American_musicians_of_Irish_descent, https://en.wikipedia.org/wiki/Meaghan_Martin, https://en.wikipedia.org/wiki/Tess_(given_name), https://en.wikipedia.org/wiki/Gabrielle_Pietermann, https://en.wikipedia.org/wiki/We_Rock_(Camp_Rock_song), https://en.wikipedia.org/wiki/Aaryn_Doyle]
